customer_id,country,lifetime_value,total_orders,first_order_date,last_order_date
C13186,United Kingdom,58458.29000000005,5,2011-08-03,2011-10-31
C14921,United Kingdom,58186.03000000024,2,2011-05-22,2011-11-09
C12446,RSA,58133.980000000236,1,2011-10-13,2011-10-13
C17043,United Kingdom,58062.30999999991,4,2011-03-18,2011-11-07
C12906,United Kingdom,57894.2100000001,5,2011-09-22,2011-11-28
C17228,United Kingdom,57837.53999999997,8,2010-12-02,2011-11-24
C14401,United Kingdom,57549.51999999993,14,2010-12-15,2011-12-05
C16279,United Kingdom,57457.179999999986,4,2011-01-10,2011-11-18
C12886,United Kingdom,57434.76000000005,3,2011-05-04,2011-10-03
C13426,United Kingdom,57431.92000000013,12,2010-12-15,2011-12-09
C12726,France,57422.960000000094,7,2010-12-17,2011-11-11
C15563,United Kingdom,57269.48000000046,7,2010-12-16,2011-12-01
C14462,United Kingdom,57132.480000000054,15,2011-01-04,2011-10-07
C16719,United Kingdom,57113.99000000002,8,2010-12-06,2011-11-25
C14341,United Kingdom,56986.089999999946,9,2011-01-25,2011-10-25
C16016,United Kingdom,56980.230000000265,10,2010-12-08,2011-12-06
C16380,United Kingdom,56978.880000000114,1,2011-10-09,2011-10-09
C14232,United Kingdom,56914.70000000009,8,2011-03-20,2011-11-08
C18077,United Kingdom,56768.35999999994,11,2010-12-08,2011-12-01
C15376,United Kingdom,56659.67999999985,3,2011-05-01,2011-10-30
C15506,United Kingdom,56462.09000000066,3,2011-07-24,2011-11-17
C17644,United Kingdom,56460.57999999993,17,2011-01-21,2011-12-08
C14428,United Kingdom,56424.07000000046,7,2011-01-18,2011-12-02
C14235,United Kingdom,56358.67,6,2011-03-24,2011-11-29
C13297,United Kingdom,56354.44000000007,4,2011-10-03,2011-12-02
C18156,United Kingdom,56282.999999998436,2,2010-12-05,2011-11-27
C16271,United Kingdom,56254.56999999946,6,2010-12-16,2011-12-07
C12670,France,56061.43999999992,6,2011-04-21,2011-11-29
C13700,United Kingdom,55741.09000000036,10,2011-01-16,2011-11-13
C17313,United Kingdom,55729.32000000002,2,2011-11-08,2011-11-22
C14083,United Kingdom,55448.29000000126,9,2010-12-03,2011-12-05
C16477,United Kingdom,55363.40999999998,7,2010-12-03,2011-10-07
C13756,United Kingdom,55335.49999999999,15,2010-12-07,2011-12-07
C15738,United Kingdom,55318.72000000001,19,2010-12-02,2011-11-21
C16511,United Kingdom,55305.41000000087,3,2011-03-18,2011-11-18
C17738,United Kingdom,55002.46999999994,5,2011-03-02,2011-11-20
C12550,Spain,54995.31000000079,1,2011-09-21,2011-09-21
C13357,United Kingdom,54895.500000001215,1,2011-03-27,2011-03-27
C16054,United Kingdom,54873.00000000001,1,2011-07-17,2011-07-17
C13982,United Kingdom,54832.39999999985,5,2010-12-09,2011-10-31
C13510,United Kingdom,54808.05999999997,5,2011-06-09,2011-12-08
C15785,United Kingdom,54766.87000000014,8,2011-02-17,2011-11-10
C15811,United Kingdom,54741.200000000004,9,2010-12-09,2011-11-22
C14856,United Kingdom,54642.350000000115,3,2011-10-14,2011-11-03
C14408,United Kingdom,54587.87000000029,7,2011-03-20,2011-11-29
C15574,United Kingdom,54264.05000000074,4,2010-12-02,2011-06-15
C15372,United Kingdom,54199.8,1,2011-07-25,2011-07-25
C14290,United Kingdom,54138.88000000005,6,2010-12-13,2011-11-28
C17159,United Kingdom,53966.50999999994,4,2011-06-21,2011-11-18
C15906,United Kingdom,53936.510000000024,8,2011-03-29,2011-11-20
C16156,United Kingdom,53928.51999999997,13,2011-02-02,2011-12-01
C16358,United Kingdom,53911.85000000019,5,2011-06-08,2011-12-08
C15749,United Kingdom,53845.200000000004,4,2011-01-11,2011-04-18
C15978,United Kingdom,53840.219999999994,1,2011-09-23,2011-09-23
C17759,United Kingdom,53790.77999999981,3,2011-06-23,2011-11-22
C13481,United Kingdom,53608.71000000009,8,2010-12-06,2011-10-25
C16496,United Kingdom,53527.82000000004,4,2011-01-27,2011-12-01
C16201,United Kingdom,53444.76999999984,5,2011-08-22,2011-12-06
C12518,Germany,53408.46000000001,5,2011-08-21,2011-12-09
C13212,United Kingdom,53399.5800000002,4,2011-10-09,2011-11-30
C17348,United Kingdom,53383.7299999999,5,2011-02-15,2011-11-25
C16520,United Kingdom,53375.59000000002,4,2010-12-09,2011-06-06
C17442,United Kingdom,53328.64000000016,10,2010-12-09,2011-11-10
C14482,United Kingdom,53318.459999999875,6,2011-04-14,2011-11-21
C15620,United Kingdom,53314.45999999993,6,2010-12-16,2011-10-20
C15594,United Kingdom,53182.13999999991,6,2011-04-19,2011-11-24
C14107,United Kingdom,53148.91000000022,8,2010-12-10,2011-10-19
C15707,United Kingdom,53101.179999999804,4,2011-09-14,2011-11-04
C16059,United Kingdom,53072.49999999997,6,2010-12-07,2011-10-05
C16152,United Kingdom,53042.16000000021,1,2011-03-16,2011-03-16
C13468,United Kingdom,52887.489999999976,41,2010-12-01,2011-12-08
C14234,United Kingdom,52874.220000000736,4,2011-10-13,2011-11-17
C15826,United Kingdom,52825.620000000024,4,2011-05-13,2011-10-19
C14334,United Kingdom,52798.189999999995,9,2010-12-16,2011-11-23
C14135,United Kingdom,52755.62,15,2010-12-02,2011-12-08
C16628,United Kingdom,52689.63000000006,6,2011-04-19,2011-11-10
C15058,United Kingdom,52669.51000000025,11,2011-01-31,2011-11-14
C15067,United Kingdom,52651.46999999998,3,2011-03-02,2011-09-22
C14262,United Kingdom,52552.04000000002,8,2011-04-13,2011-12-01
C16341,United Kingdom,52439.27000000005,6,2011-05-22,2011-11-15
C14038,United Kingdom,52427.42,4,2011-05-16,2011-09-22
C13744,United Kingdom,52338.28000000025,2,2011-02-20,2011-09-05
C14735,United Kingdom,52332.50999999997,34,2010-12-16,2011-12-06
C13870,United Kingdom,52316.58000000008,10,2011-02-25,2011-12-07
C16900,United Kingdom,52239.869999999566,5,2011-10-07,2011-11-28
C14732,United Kingdom,52207.639999999985,10,2011-01-04,2011-12-01
C18257,United Kingdom,52166.399999999936,12,2011-02-16,2011-10-31
C12514,Italy,51901.68000000023,1,2011-03-17,2011-03-17
C14810,United Kingdom,51643.369999999784,11,2010-12-05,2011-10-30
C13971,United Kingdom,51640.86,11,2011-02-27,2011-12-01
C12782,Portugal,51494.44000000001,6,2010-12-17,2011-12-05
C17774,United Kingdom,51468.790000000095,5,2011-02-07,2011-09-04
C17648,United Kingdom,51427.250000000015,5,2011-04-04,2011-10-10
C18082,United Kingdom,51346.00999999942,1,2011-11-14,2011-11-14
C13157,United Kingdom,51285.96000000004,5,2011-02-14,2011-10-21
C15394,United Kingdom,51279.73999999977,4,2010-12-16,2011-11-30
C15525,United Kingdom,51246.10000000164,4,2010-12-01,2011-12-07
C16348,United Kingdom,51175.330000000264,7,2011-04-13,2011-11-07
C15800,United Kingdom,51153.900000001406,2,2011-04-07,2011-08-24
C15903,United Kingdom,51132.53999999999,8,2011-02-17,2011-11-30
C15628,United Kingdom,51116.739999999925,10,2010-12-08,2011-12-05
C12653,Israel,51095.84999999997,2,2011-02-16,2011-07-14
C12940,United Kingdom,50963.88000000021,4,2011-09-13,2011-10-24
C12985,United Kingdom,50820.23999999978,3,2011-11-11,2011-12-09
C14180,United Kingdom,50734.99000000003,31,2010-12-02,2011-11-29
C15002,United Kingdom,50719.810000000136,4,2010-12-07,2011-08-16
C14893,United Kingdom,50697.18000000018,2,2011-11-28,2011-11-30
C17554,United Kingdom,50646.760000000155,5,2011-07-14,2011-12-08
C15965,United Kingdom,50603.590000000884,4,2010-12-07,2011-11-22
C14529,United Kingdom,50516.78000000105,3,2011-08-21,2011-10-10
C15514,United Kingdom,50481.64999999995,13,2010-12-10,2011-11-27
C16553,United Kingdom,50405.22999999995,14,2010-12-08,2011-06-29
C17682,United Kingdom,50367.97000000003,7,2010-12-06,2011-11-29
C14442,Channel Islands,50351.16999999994,5,2011-01-27,2011-12-08
C16656,United Kingdom,50307.55000000001,21,2010-12-10,2011-11-17
C18196,United Kingdom,50176.88999999987,2,2011-02-22,2011-09-05
C13199,United Kingdom,50164.71999999999,39,2010-12-08,2011-12-06
C15105,United Kingdom,50087.50000000005,7,2011-07-28,2011-11-21
C16150,United Kingdom,50007.4,10,2010-12-02,2011-11-01
C16407,United Kingdom,49995.52999999997,10,2011-01-31,2011-11-27
C13993,United Kingdom,49921.88,12,2011-01-13,2011-11-07
C12759,Netherlands,49899.360000000175,3,2011-03-09,2011-10-18
C18198,United Kingdom,49890.810000000034,21,2011-01-07,2011-12-05
C16762,United Kingdom,49884.29999999997,3,2011-07-18,2011-11-20
C12383,Belgium,49818.410000000185,6,2010-12-22,2011-06-08
C13246,United Kingdom,49776.749999999985,7,2011-01-13,2011-11-21
C12970,United Kingdom,49768.600000000355,4,2011-01-21,2011-12-02
C15947,United Kingdom,49538.960000000065,1,2011-09-18,2011-09-18
C16182,United Kingdom,49251.149999999994,4,2011-02-18,2011-09-28
C12988,United Kingdom,49249.440000000825,1,2011-02-20,2011-02-20
C15398,United Kingdom,49219.69000000019,3,2011-09-22,2011-11-23
C13562,United Kingdom,49164.21999999978,3,2011-04-08,2011-09-19
C12772,Portugal,49085.8499999998,1,2011-10-11,2011-10-11
C15950,United Kingdom,49061.01999999982,5,2010-12-15,2011-12-08
C14488,United Kingdom,48906.3300000002,2,2011-10-03,2011-10-19
C13122,United Kingdom,48816.89999999973,2,2011-04-13,2011-09-06
C15939,United Kingdom,48793.45999999999,16,2011-01-12,2011-09-11
C13576,United Kingdom,48646.45000000001,20,2010-12-01,2011-11-29
C13564,United Kingdom,48582.93999999995,5,2010-12-06,2011-07-18
C13911,United Kingdom,48492.74999999996,9,2011-02-04,2011-10-13
C16657,United Kingdom,48371.58000000059,4,2011-03-30,2011-11-30
C17809,United Kingdom,48335.74999999995,15,2010-12-01,2011-11-23
C16456,United Kingdom,48313.10999999984,5,2010-12-01,2011-09-01
C12854,United Kingdom,48307.410000000134,5,2011-01-25,2011-09-22
C13924,United Kingdom,48273.380000000005,11,2011-09-28,2011-12-08
C12712,Germany,48245.97000000001,17,2010-12-03,2011-11-17
C17173,United Kingdom,48193.890000000014,9,2011-07-31,2011-12-04
C14875,United Kingdom,48132.840000000106,5,2011-03-22,2011-11-30
C15919,United Kingdom,47967.2600000012,2,2010-12-06,2011-11-20
C15530,United Kingdom,47891.30000000003,4,2011-04-07,2011-11-18
C16022,United Kingdom,47749.27999999999,1,2011-03-24,2011-03-24
C15527,United Kingdom,47692.49000000011,10,2010-12-20,2011-11-21
C16744,United Kingdom,47688.540000000095,7,2011-06-19,2011-11-28
C13055,United Kingdom,47644.71999999973,4,2011-05-10,2011-10-06
C13394,United Kingdom,47594.17999999999,10,2011-02-03,2011-12-08
C16794,United Kingdom,47512.28000000002,12,2011-06-12,2011-12-08
C12708,Germany,47436.47999999994,16,2010-12-06,2011-11-10
C15694,United Kingdom,47352.90000000001,15,2010-12-02,2011-12-09
C13725,United Kingdom,47334.489999999634,11,2011-02-04,2011-10-21
C17828,Malta,47250.099999999955,9,2011-06-08,2011-12-01
C16011,United Kingdom,47241.64999999998,16,2010-12-08,2011-12-01
C16880,United Kingdom,47180.749999999985,7,2011-06-03,2011-11-09
C16143,United Kingdom,47154.91999999994,7,2010-12-05,2011-12-06
C13162,United Kingdom,47084.08000000023,5,2011-01-09,2011-08-09
C15288,United Kingdom,47080.38999999992,5,2010-12-09,2011-10-27
C12935,United Kingdom,47059.860000000015,8,2011-01-24,2011-12-07
C14306,United Kingdom,46989.3,3,2011-09-15,2011-10-19
C15203,United Kingdom,46978.080000000096,6,2011-02-01,2011-11-14
C13979,United Kingdom,46972.97999999994,1,2011-09-27,2011-09-27
C14515,United Kingdom,46752.88000000004,6,2011-05-05,2011-11-22
C16607,United Kingdom,46708.299999999974,16,2010-12-16,2011-11-22
C15122,United Kingdom,46540.41999999997,6,2011-02-15,2011-09-15
C14093,United Kingdom,46499.25000000009,1,2011-11-27,2011-11-27
C13880,United Kingdom,46457.08999999989,13,2010-12-07,2011-11-18
C13339,United Kingdom,46446.47999999984,1,2011-05-23,2011-05-23
C14524,United Kingdom,46434.79000000004,9,2010-12-14,2011-11-08
C16782,United Kingdom,46344.37000000007,19,2010-12-06,2011-11-29
C16788,United Kingdom,46334.530000000406,2,2011-03-30,2011-08-08
C14282,United Kingdom,46300.85999999997,15,2010-12-07,2011-12-06
C13320,United Kingdom,46298.19999999988,6,2011-05-10,2011-09-30
C13232,United Kingdom,46294.07000000009,7,2011-04-10,2011-11-27
C14837,United Kingdom,46206.42000000001,5,2011-05-22,2011-09-11
C15721,United Kingdom,46144.280000000785,1,2011-11-28,2011-11-28
C13878,United Kingdom,46135.07999999996,1,2011-10-16,2011-10-16
C14161,United Kingdom,46104.70999999983,3,2010-12-05,2011-05-08
C17434,United Kingdom,46096.97999999998,9,2011-09-15,2011-12-07
C12391,Cyprus,46089.00000000157,1,2011-11-18,2011-11-18
C17612,United Kingdom,45994.63,10,2011-02-15,2011-10-17
C13941,United Kingdom,45954.44999999998,7,2010-12-02,2011-11-18
C18016,United Kingdom,45731.28000000026,5,2010-12-10,2011-11-07
C16678,United Kingdom,45703.259999999995,17,2011-03-02,2011-12-07
C13572,United Kingdom,45680.25000000004,1,2011-05-18,2011-05-18
C15872,United Kingdom,45573.51000000061,2,2011-11-25,2011-11-25
C17750,United Kingdom,45430.54999999986,9,2011-06-28,2011-12-04
C12689,France,45365.05999999981,2,2011-08-04,2011-11-14
C13159,United Kingdom,45321.05999999998,5,2011-08-16,2011-12-01
C15782,United Kingdom,45275.940000000046,4,2011-09-11,2011-11-30
C16245,United Kingdom,45250.21000000014,5,2011-03-28,2011-11-16
C16056,United Kingdom,45209.79999999989,1,2011-10-25,2011-10-25
C15832,United Kingdom,45186.66000000014,1,2011-03-30,2011-03-30
C17649,United Kingdom,45154.729999999865,2,2011-07-24,2011-07-28
C16916,United Kingdom,45074.74000000005,2,2010-12-02,2011-11-16
C16284,United Kingdom,44969.289999999855,2,2011-10-20,2011-11-08
C15801,United Kingdom,44908.93000000001,4,2011-08-22,2011-10-24
C16015,United Kingdom,44750.969999999856,4,2011-10-21,2011-12-06
C13021,United Kingdom,44612.99999999995,12,2010-12-09,2011-12-05
C15796,United Kingdom,44473.819999999956,10,2011-02-10,2011-12-08
C12684,France,44461.77999999996,7,2011-05-10,2011-12-02
C17183,United Kingdom,44343.76000000003,8,2011-08-26,2011-12-02
C17372,United Kingdom,44282.54999999986,8,2010-12-12,2011-10-30
C15981,United Kingdom,44244.80000000005,8,2011-02-01,2011-11-15
C16218,United Kingdom,44150.70000000005,8,2010-12-01,2011-11-10
C12652,France,44142.690000000235,2,2011-01-12,2011-01-21
C13814,Germany,44127.82000000011,3,2011-07-25,2011-10-14
C17679,United Kingdom,44118.840000000026,2,2011-09-15,2011-10-18
C16751,United Kingdom,44118.00000000006,1,2011-11-09,2011-11-09
C14261,United Kingdom,44006.65000000036,2,2011-09-22,2011-10-20
C16983,United Kingdom,43862.98999999997,8,2010-12-05,2011-11-27
C15024,United Kingdom,43837.19000000021,10,2010-12-07,2011-11-30
C12546,Spain,43820.20000000011,3,2011-09-23,2011-10-24
C15980,United Kingdom,43787.02,3,2011-03-30,2011-09-12
C14740,United Kingdom,43712.140000000014,4,2011-03-01,2011-06-01
C18252,United Kingdom,43602.8499999998,2,2011-06-21,2011-10-20
C16934,United Kingdom,43528.46000000013,2,2011-10-16,2011-10-16
C12971,United Kingdom,43502.149999999994,89,2010-12-02,2011-12-06
C12909,United Kingdom,43498.930000000044,8,2011-03-31,2011-10-31
C13822,United Kingdom,43440.679999999986,2,2011-10-30,2011-12-04
C13265,United Kingdom,43303.499999999956,5,2011-03-11,2011-10-17
C16128,United Kingdom,43278.39999999998,5,2011-03-02,2011-11-22
C17277,United Kingdom,43206.64999999978,2,2011-01-21,2011-04-26
C15910,United Kingdom,43171.91999999994,8,2011-01-27,2011-12-09
C15076,United Kingdom,43161.65000000013,1,2011-06-20,2011-06-20
C14215,United Kingdom,43160.78000000012,7,2010-12-06,2011-11-28
C18192,United Kingdom,43108.650000000045,1,2011-09-29,2011-09-29
C12754,Japan,43104.75000000004,5,2011-02-04,2011-04-18
C15679,United Kingdom,43091.30000000044,4,2011-06-10,2011-11-15
C17472,United Kingdom,43085.91000000032,3,2011-02-13,2011-06-01
C13126,United Kingdom,43029.44000000005,10,2010-12-08,2011-12-05
C17777,United Kingdom,43025.57000000076,3,2011-08-31,2011-11-15
C17491,United Kingdom,42925.04999999999,11,2010-12-07,2011-12-08
C17932,United Kingdom,42662.98000000008,3,2011-05-12,2011-11-10
C14226,United Kingdom,42650.4299999999,7,2011-03-15,2011-11-11
C14032,United Kingdom,42618.149999999994,18,2010-12-08,2011-12-07
C17512,United Kingdom,42569.33999999994,11,2011-02-11,2011-11-11
C13425,United Kingdom,42504.99000000003,3,2011-02-18,2011-08-23
C12948,United Kingdom,42473.9,8,2011-03-20,2011-11-23
C13548,United Kingdom,42429.81000000077,2,2011-04-10,2011-09-04
C15576,United Kingdom,42330.150000000256,1,2011-11-02,2011-11-02
C15370,United Kingdom,42322.07000000004,8,2011-01-11,2011-10-30
C13862,United Kingdom,42298.329999999965,10,2011-01-11,2011-11-21
C12710,Germany,42284.0800000002,4,2011-05-22,2011-09-04
C17537,United Kingdom,42209.58000000017,2,2011-02-09,2011-11-10
C15407,United Kingdom,42150.6000000016,4,2011-02-07,2011-11-06
C17837,United Kingdom,42149.26999999999,10,2011-06-29,2011-10-28
C16225,United Kingdom,42141.00000000003,5,2011-03-07,2011-10-26
C16012,United Kingdom,42132.300000000076,3,2011-07-07,2011-11-04
C16928,United Kingdom,42042.04999999993,19,2010-12-01,2011-09-20
C13552,United Kingdom,41934.61999999999,16,2011-01-28,2011-10-04
C16169,United Kingdom,41914.7099999999,4,2011-09-25,2011-12-01
C15255,United Kingdom,41869.95000000002,1,2011-10-04,2011-10-04
C15983,United Kingdom,41866.32000000001,4,2010-12-01,2011-11-17
C12838,United Kingdom,41766.369999999944,2,2010-12-01,2011-11-06
C18075,United Kingdom,41760.44999999997,14,2010-12-14,2011-11-16
C16320,Unspecified,41747.98000000012,2,2011-05-10,2011-06-20
C16504,United Kingdom,41656.679999999316,1,2011-11-14,2011-11-14
C13014,United Kingdom,41650.88000000002,16,2011-03-03,2011-12-07
C12620,France,41601.77000000005,3,2011-05-19,2011-11-25
C17071,United Kingdom,41529.94999999985,14,2011-02-03,2011-12-01
C16153,United Kingdom,41408.62999999999,5,2010-12-20,2011-10-21
C17259,United Kingdom,41406.689999999944,2,2010-12-06,2011-07-14
C13583,United Kingdom,41394.59000000015,1,2011-07-07,2011-07-07
C12457,Cyprus,41388.52000000001,12,2011-04-14,2011-10-12
C13639,United Kingdom,41333.60000000016,1,2011-09-26,2011-09-26
C16494,United Kingdom,41326.500000000015,1,2011-02-16,2011-02-16
C12647,Germany,41316.8,13,2010-12-05,2011-11-17
C12885,United Kingdom,41265.669999999816,4,2011-08-08,2011-10-07
C12853,United Kingdom,41256.79999999984,9,2011-01-28,2011-08-24
C13769,United Kingdom,41227.21999999998,16,2010-12-07,2011-12-07
C14691,United Kingdom,41222.50999999989,5,2011-05-11,2011-11-09
C12630,Finland,41066.25999999995,2,2011-10-27,2011-11-30
C13183,United Kingdom,41059.78000000001,9,2011-01-09,2011-12-02
C12747,United Kingdom,40882.229999999996,11,2010-12-05,2011-12-07
C16332,United Kingdom,40875.770000000244,8,2011-02-07,2011-11-11
C16347,United Kingdom,40837.48000000024,2,2011-11-03,2011-11-28
C12395,Belgium,40787.86999999997,15,2010-12-03,2011-11-24
C16480,United Kingdom,40772.369999999966,1,2011-09-25,2011-09-25
C14640,United Kingdom,40761.99000000002,8,2011-04-26,2011-11-24
C15480,Malta,40747.49999999997,1,2011-08-15,2011-08-15
C18178,United Kingdom,40738.59999999999,6,2010-12-10,2011-08-18
C13704,United Kingdom,40720.34000000001,10,2011-09-12,2011-12-04
C16221,United Kingdom,40690.33000000001,3,2010-12-07,2011-11-03
C12674,France,40633.59000000011,7,2011-05-16,2011-11-28
C12910,United Kingdom,40613.59999999997,8,2011-04-12,2011-11-16
C15220,United Kingdom,40603.26000000002,7,2011-03-04,2011-10-19
C13336,United Kingdom,40551.119999999864,1,2011-09-23,2011-09-23
C15411,United Kingdom,40535.14999999979,5,2011-06-10,2011-11-13
C14243,United Kingdom,40452.58999999997,14,2010-12-09,2011-12-01
C16108,United Kingdom,40413.6000000001,2,2011-09-16,2011-09-16
C13931,United Kingdom,40211.75999999996,3,2011-03-04,2011-09-15
C16353,United Kingdom,40192.51000000004,23,2010-12-05,2011-12-06
C12952,United Kingdom,40187.85000000007,5,2011-09-22,2011-12-04
C13030,United Kingdom,40162.26000000007,2,2010-12-06,2011-11-28
C17886,United Kingdom,40143.909999999974,3,2011-04-04,2011-11-08
C17095,United Kingdom,40137.019999999866,6,2011-01-09,2011-11-17
C15059,United Kingdom,40066.64,11,2011-01-09,2011-10-30
C15465,United Kingdom,40024.31000000001,24,2010-12-05,2011-11-20
C16458,United Kingdom,39910.88000000006,18,2010-12-14,2011-12-07
C16644,United Kingdom,39901.10000000001,2,2011-05-11,2011-06-15
C16571,United Kingdom,39837.479999999916,5,2011-03-03,2011-12-06
C14336,United Kingdom,39833.759999999995,4,2011-03-08,2011-11-23
C15235,United Kingdom,39759.43999999999,12,2010-12-01,2011-05-06
C16102,United Kingdom,39582.40000000013,3,2011-08-03,2011-10-28
C18202,United Kingdom,39548.610000000124,3,2011-02-01,2011-05-24
C13184,United Kingdom,39543.820000000036,12,2011-02-22,2011-11-25
C15088,United Kingdom,39538.16000000006,3,2011-10-03,2011-11-18
C12462,Spain,39537.08000000023,4,2011-02-09,2011-12-07
C12716,France,39519.6600000001,2,2011-07-29,2011-12-06
C13692,United Kingdom,39500.57000000018,5,2011-04-17,2011-11-15
C15916,United Kingdom,39498.06000000017,10,2010-12-08,2011-11-23
C12619,Germany,39496.52999999995,13,2011-03-31,2011-11-23
C17461,United Kingdom,39358.62000000042,3,2011-11-10,2011-11-17
C17545,United Kingdom,39305.26000000036,3,2011-10-27,2011-10-27
C16170,United Kingdom,39265.82000000006,7,2011-04-05,2011-10-20
C17696,United Kingdom,39264.61999999997,14,2010-12-10,2011-11-01
C17997,United Kingdom,39226.340000000055,12,2011-06-28,2011-09-26
C15630,United Kingdom,39118.219999999856,3,2011-05-19,2011-10-25
C17311,United Kingdom,39035.12999999985,2,2011-01-27,2011-09-22
C14487,United Kingdom,39034.53999999969,7,2010-12-06,2011-11-13
C13610,United Kingdom,39021.5499999997,9,2011-02-27,2011-11-27
C17614,United Kingdom,39007.0000000005,1,2011-10-13,2011-10-13
C12743,Unspecified,38983.13000000061,2,2011-07-28,2011-07-28
C15128,United Kingdom,38800.68999999998,8,2011-05-04,2011-10-10
C14965,United Kingdom,38683.50000000134,2,2011-09-04,2011-09-04
C14419,United Kingdom,38641.279999999955,6,2010-12-10,2011-11-29
C15022,United Kingdom,38617.10000000013,4,2011-10-23,2011-11-28
C14696,United Kingdom,38613.77000000003,9,2010-12-01,2011-12-05
C16009,United Kingdom,38587.020000000055,4,2011-07-03,2011-11-17
C17422,United Kingdom,38577.02999999999,10,2011-02-16,2011-11-23
C14154,United Kingdom,38529.10000000018,2,2011-04-14,2011-04-14
C13208,United Kingdom,38518.89999999995,7,2011-02-03,2011-10-12
C17265,United Kingdom,38515.43000000079,2,2011-06-12,2011-07-24
C16076,United Kingdom,38497.49999999998,11,2011-05-15,2011-12-06
C14904,United Kingdom,38271.67999999994,2,2011-11-14,2011-12-07
C18189,United Kingdom,38118.01999999998,3,2011-03-17,2011-09-23
C17052,United Kingdom,38065.00000000128,1,2011-11-11,2011-11-11
C16987,United Kingdom,37958.61000000006,7,2011-05-18,2011-12-06
C14321,United Kingdom,37936.85,5,2011-01-10,2011-11-29
C13354,United Kingdom,37920.03000000016,1,2011-09-29,2011-09-29
C13149,United Kingdom,37917.31999999988,4,2011-02-23,2011-11-25
C13082,United Kingdom,37903.23000000001,10,2011-01-05,2011-08-05
C14597,United Kingdom,37833.900000000285,2,2011-06-01,2011-11-28
C16045,United Kingdom,37777.20000000004,4,2011-02-22,2011-08-12
C15000,United Kingdom,37770.04000000057,1,2011-10-23,2011-10-23
C13761,United Kingdom,37734.44000000005,2,2011-06-13,2011-10-20
C12783,Portugal,37629.94000000001,8,2011-09-25,2011-12-07
C17797,United Kingdom,37580.63000000021,3,2011-06-10,2011-11-17
C17790,United Kingdom,37483.289999999935,14,2010-12-10,2011-11-13
C13211,United Kingdom,37470.55999999988,3,2010-12-13,2011-11-29
C13213,United Kingdom,37411.47999999995,6,2011-05-24,2011-10-14
C15172,United Kingdom,37376.25,5,2011-04-17,2011-12-01
C16014,United Kingdom,37358.51000000041,4,2011-02-21,2011-11-04
C14725,United Kingdom,37340.16000000002,1,2011-11-15,2011-11-15
C17289,United Kingdom,37335.990000000034,4,2011-06-12,2011-11-08
C13875,United Kingdom,37279.29000000001,5,2011-02-11,2011-10-17
C15722,United Kingdom,37229.59999999998,6,2011-02-22,2011-11-04
C15104,United Kingdom,37204.9200000002,3,2011-03-02,2011-06-26
C14346,United Kingdom,37104.499999999665,2,2011-02-15,2011-08-11
C14662,United Kingdom,37026.0300000004,4,2011-01-27,2011-11-11
C15680,United Kingdom,36959.31000000005,3,2010-12-08,2011-11-30
C14246,United Kingdom,36922.09000000004,3,2011-04-08,2011-08-21
C15716,United Kingdom,36907.05000000007,4,2010-12-05,2011-07-17
C16676,United Kingdom,36846.680000000015,5,2011-01-06,2011-11-06
C16790,United Kingdom,36828.28999999992,8,2011-11-02,2011-12-06
C13956,United Kingdom,36820.70999999997,5,2011-03-13,2011-12-04
C18180,United Kingdom,36691.28000000007,6,2011-07-20,2011-12-05
C18065,United Kingdom,36668.13000000006,15,2010-12-10,2011-12-04
C12556,Spain,36668.040000000554,2,2011-07-11,2011-10-20
C12769,Brazil,36595.199999999946,1,2011-04-15,2011-04-15
C14918,United Kingdom,36426.649999999994,2,2011-07-08,2011-08-16
C18259,United Kingdom,36349.599999999984,3,2010-12-08,2011-11-15
C14044,United Kingdom,36335.21999999995,4,2011-02-03,2011-11-13
C12364,Belgium,36330.8400000001,4,2011-08-19,2011-12-02
C13629,United Kingdom,36298.200000000026,11,2011-01-05,2011-11-16
C16466,United Kingdom,36296.54000000001,7,2011-02-20,2011-11-06
C15987,United Kingdom,36237.23000000006,7,2010-12-06,2011-11-27
C17764,United Kingdom,36161.03000000046,2,2011-05-12,2011-10-20
C14657,United Kingdom,36156.91000000025,5,2011-01-17,2011-11-22
C13475,United Kingdom,36154.69999999998,4,2011-02-14,2011-06-01
C15471,United Kingdom,36149.96000000048,1,2011-12-07,2011-12-07
C15862,United Kingdom,36148.0700000003,4,2010-12-01,2011-12-01
C17629,United Kingdom,36134.95999999998,9,2010-12-15,2011-12-04
C16841,United Kingdom,36133.69999999997,7,2011-02-25,2011-11-03
C12739,United Arab Emirates,36132.48000000016,2,2011-09-01,2011-09-22
C18073,United Kingdom,36131.82,13,2011-05-26,2011-08-17
C16515,United Kingdom,36124.64999999998,5,2011-02-01,2011-10-18
C17147,United Kingdom,36074.43000000001,6,2011-02-01,2011-11-17
C15066,United Kingdom,36067.779999999955,2,2011-10-17,2011-11-08
C14164,United Kingdom,36023.559999999976,2,2011-09-20,2011-09-30
C15880,United Kingdom,36014.4000000008,2,2010-12-05,2010-12-05
C16891,United Kingdom,35975.24000000015,5,2010-12-03,2011-12-08
C14451,United Kingdom,35967.63000000015,2,2011-05-29,2011-10-10
C14739,United Kingdom,35932.58,8,2010-12-07,2011-12-07
C16442,United Kingdom,35899.800000000425,3,2010-12-14,2011-12-08
